ID,total+AF8-number+AF8-employees,Department of Transportation,Department of Labor,Department of Justice,Department of the Interior,Department of Commerce,National Aeronautics and Space Administration,Department of Agriculture
3036,13,0,0,0,1,0,0,0
3037,16,0,0,0,1,0,0,0
3038,24,0,0,0,1,0,0,0
3039,9,0,0,0,1,0,0,0
3040,17,0,0,0,1,0,0,0
3041,10,0,0,0,1,0,0,0
3042,15,0,0,0,1,0,0,0
3043,2,0,0,0,1,0,0,0
3044,14,0,0,0,1,0,0,0
3045,2,0,0,0,1,0,0,0
3046,1,0,0,0,1,0,0,0
3047,4,0,0,0,1,0,0,0
3048,4,0,0,0,1,0,0,0
3049,4,0,0,0,1,0,0,0
3050,9,0,0,0,1,0,0,0
3051,5,0,0,0,1,0,0,0
3052,12,0,0,0,1,0,0,0
3053,8,0,0,0,1,0,0,0
3054,2,0,0,0,1,0,0,0
3055,6,0,0,0,1,0,0,0
3056,1,0,0,0,1,0,0,0
3057,5,0,0,0,1,0,0,0
3058,1,0,0,0,0,0,0,1
3059,8,0,0,0,0,0,0,1
3060,8,0,0,0,0,0,0,1
3061,3,0,0,0,0,0,0,0
3062,2,0,0,0,0,0,0,0
3063,1,0,0,0,0,0,0,0
3064,22,0,0,0,0,0,0,0
3065,2,0,0,0,0,0,0,0
3066,1,0,0,0,0,0,0,0
3067,1,0,0,0,0,0,0,0
3068,1,0,0,0,0,0,0,0
3069,1,0,0,0,0,0,0,0
3070,1,0,0,0,0,0,0,0
3071,1,0,0,0,0,0,0,0
3072,2,0,0,0,0,0,0,0
3073,12,0,0,0,0,0,0,0
3074,3,0,0,0,0,0,0,0
3075,1,0,0,0,0,0,0,0
3076,1,0,0,0,0,0,0,0
3077,2,0,0,0,0,0,0,0
3078,1,0,0,0,0,0,0,0
3079,2,0,0,0,0,0,0,0
3080,2,0,0,0,0,0,0,0
3081,2,0,0,0,0,0,0,0
3082,1,0,0,0,0,0,0,0
3083,1,0,0,0,0,0,0,0
3084,1,0,0,0,0,1,0,0
3085,3,0,0,0,0,1,0,0
3086,5,0,0,0,0,0,0,0
3087,5,0,0,0,0,1,0,0
3088,2,0,0,0,1,0,0,0
3089,12,0,0,0,1,0,0,0
3090,6,0,0,0,1,0,0,0
3091,1,0,0,0,1,0,0,0
3092,3,0,0,0,1,0,0,0
3093,1,0,0,0,1,0,0,0
3094,1,0,0,0,1,0,0,0
3095,1,0,0,0,1,0,0,0
3096,1,0,0,0,1,0,0,0
3097,19,0,0,0,1,0,0,0
3098,3,0,0,0,1,0,0,0
3099,1,0,0,0,1,0,0,0
3100,5,0,0,0,0,0,0,0
3101,2,0,0,0,0,0,0,0
3102,1,0,0,0,0,0,0,0
3103,1,0,0,0,0,0,0,0
3104,2,0,0,0,0,0,0,0
3105,20,0,0,0,0,0,0,0
3106,1,0,0,0,0,0,0,0
3107,4,0,0,0,0,0,0,0
3108,7,0,0,0,0,0,0,0
3109,2,0,0,0,0,0,0,0
3110,26,0,0,0,0,0,0,0
3111,4,0,0,0,0,0,0,0
3112,2,0,0,0,0,0,0,0
3113,5,0,0,0,0,0,0,1
3114,4,0,0,0,0,0,0,1
3115,2,0,0,0,0,0,0,1
3116,3,0,0,0,0,0,0,1
3117,2,0,0,0,0,0,0,1
3118,2,0,0,0,0,0,0,1
3119,3,0,0,0,0,0,0,1
3120,6,0,0,0,0,0,0,1
3121,6,0,0,0,0,0,0,1
3122,2,0,0,0,0,0,0,1
3123,4,0,0,0,0,0,0,1
3124,4,0,0,0,0,0,0,1
3125,2,0,0,0,0,0,0,1
3126,3,0,0,0,0,0,0,1
3127,3,0,0,0,0,0,0,1
3128,3,0,0,0,0,0,0,1
3129,2,0,0,0,0,0,0,1
3130,2,0,0,0,0,0,0,1
3131,1,0,0,0,0,0,0,1
3132,9,0,0,0,0,1,0,0
3133,19,0,0,0,0,1,0,0
3134,14,0,0,0,0,1,0,0
3135,4,0,0,0,0,1,0,0
3136,2,0,0,0,0,1,0,0
3137,2,0,0,0,0,1,0,0
3138,3,0,0,0,0,1,0,0
3139,17,0,0,0,0,1,0,0
3140,9,0,0,0,0,1,0,0
3141,21,0,0,0,0,1,0,0
3142,5,0,0,0,0,1,0,0
3143,27,0,0,0,0,1,0,0
3144,6,0,0,0,0,1,0,0
3145,15,0,0,0,0,1,0,0
3146,2,0,0,0,0,1,0,0
3147,12,0,0,0,0,1,0,0
3148,6,0,0,0,0,1,0,0
3149,2,0,0,0,0,1,0,0
3150,1,0,0,0,0,1,0,0
3151,1,0,0,0,0,1,0,0
3152,1,0,0,0,0,1,0,0
3153,1,0,0,0,0,1,0,0
3154,13,0,0,0,0,0,0,0
3155,8,0,0,1,0,0,0,0
3156,5,0,0,1,0,0,0,0
3157,1,0,0,1,0,0,0,0
3158,4,0,0,1,0,0,0,0
3159,1,0,0,1,0,0,0,0
3160,1,0,0,0,0,0,0,0
3161,3,0,0,1,0,0,0,0
3162,4,0,0,0,0,0,0,0
3163,9,0,0,0,0,0,0,0
3164,7,0,0,0,0,0,0,0
3165,5,0,0,0,0,0,0,0
3166,6,0,0,0,0,0,0,0
3167,7,0,0,0,0,0,0,0
3168,3,0,0,0,0,0,0,0
3169,1,0,0,0,0,0,0,0
3170,2,0,0,0,0,0,0,0
3171,9,0,0,0,0,0,0,0
3172,1,0,0,0,0,0,0,0
3173,1,0,0,0,0,0,0,0
3174,1,0,0,1,0,0,0,0
3175,4,0,0,1,0,0,0,0
3176,4,0,0,1,0,0,0,0
3177,5,0,0,1,0,0,0,0
3178,2,0,0,0,0,0,0,0
3179,2,0,0,1,0,0,0,0
3180,1,0,0,1,0,0,0,0
3181,1,0,0,0,0,0,0,1
3182,3,0,0,0,0,0,0,1
3183,1,0,0,0,0,0,0,1
3184,2,0,0,0,0,0,0,1
3185,2,0,0,0,0,0,0,1
3186,5,0,0,0,0,0,0,1
3187,10,0,0,0,0,0,0,1
3188,6,0,0,0,0,0,0,1
3189,15,0,0,0,0,0,0,1
3190,8,0,0,0,0,0,0,1
3191,7,0,0,0,0,0,0,1
3192,4,0,0,0,0,0,0,1
3193,5,0,0,0,0,0,0,1
3194,2,0,0,0,0,0,0,1
3195,2,0,0,0,0,0,0,1
3196,4,0,0,0,0,0,0,1
3197,4,0,0,0,0,0,0,1
3198,6,0,0,0,0,0,0,1
3199,13,0,0,0,0,0,0,1
3200,2,0,0,0,0,1,0,0
3201,1,0,0,0,0,1,0,0
3202,14,0,0,0,0,1,0,0
3203,18,0,0,0,0,1,0,0
3204,112,0,0,0,0,1,0,0
3205,2,0,0,0,0,1,0,0
3206,1,0,0,0,0,1,0,0
3207,1,0,0,0,0,1,0,0
3208,1,0,0,0,0,1,0,0
3209,3,0,0,0,0,1,0,0
3210,3,0,0,0,0,1,0,0
3211,4,0,0,0,0,1,0,0
3212,2,0,0,0,0,1,0,0
3213,6,0,0,0,0,1,0,0
3214,4,0,0,0,0,1,0,0
3215,6,0,0,0,0,1,0,0
3216,4,0,0,0,0,1,0,0
3217,3,0,0,0,0,1,0,0
3218,5,0,0,0,0,1,0,0
3219,2,0,0,0,0,1,0,0
3220,3,0,0,0,0,1,0,0
3221,25,0,0,0,0,1,0,0
3222,1,0,0,0,0,0,0,1
3223,5,0,0,0,0,0,0,1
3224,14,0,0,0,0,0,0,1
3225,6,0,0,0,0,0,0,1
3226,4,0,0,0,0,0,0,1
3227,5,0,0,0,0,0,0,1
3228,5,0,0,0,0,0,0,1
3229,2,0,0,0,0,0,0,1
3230,6,0,0,0,0,0,0,1
3231,2,0,0,0,0,0,0,1
3232,8,0,0,0,0,0,0,1
3233,3,0,0,0,0,0,0,1
3234,1,0,0,0,0,0,0,1
3235,5,0,0,0,0,0,0,1
3236,14,0,0,0,0,0,0,1
3237,3,0,0,0,0,0,0,1
3238,3,0,0,0,0,0,0,1
3239,2,0,0,0,0,0,0,1
3240,1,0,0,0,0,0,0,1
3241,12,0,0,0,0,0,0,1
3242,2,0,0,1,0,0,0,0
3243,1,0,0,1,0,0,0,0
3244,1,0,0,1,0,0,0,0
3245,1,0,0,1,0,0,0,0
3246,1,0,0,1,0,0,0,0
3247,3,0,0,1,0,0,0,0
3248,3,0,0,0,0,0,0,0
3249,3,0,0,1,0,0,0,0
3250,10,0,0,1,0,0,0,0
3251,7,0,0,1,0,0,0,0
3252,4,0,0,1,0,0,0,0
3253,8,0,0,1,0,0,0,0
3254,1,0,0,1,0,0,0,0
3255,12,0,0,1,0,0,0,0
3256,10,0,0,1,0,0,0,0
3257,5,0,0,1,0,0,0,0
3258,5,0,0,1,0,0,0,0
3259,4,0,0,1,0,0,0,0
3260,3,0,0,1,0,0,0,0
3261,10,0,0,1,0,0,0,0
3262,6,0,0,0,0,0,0,0
3263,2,0,0,1,0,0,0,0
3264,1,0,0,0,0,0,0,0
3265,1,0,0,0,0,0,0,0
3266,1,0,0,0,0,0,0,0
3267,1,0,0,0,0,0,0,0
3268,3,0,0,0,0,0,0,0
3269,1,0,0,0,0,0,0,0
3270,1,0,0,0,0,0,0,0
3271,1,0,0,0,0,0,0,0
3272,1,0,0,0,0,0,0,0
3273,16,0,0,0,0,0,0,0
3274,1,0,0,0,0,0,0,0
3275,3,0,0,0,0,0,0,0
3276,1,0,0,0,0,0,0,0
3277,2,0,0,0,0,0,0,0
3278,2,0,0,0,0,0,0,0
3279,4,0,0,0,0,0,0,0
3280,2,0,0,0,0,0,0,0
3281,2,0,0,0,0,0,0,0
3282,8,0,0,0,0,0,0,0
3283,1,0,0,0,0,0,0,0
3284,1,0,0,0,0,0,0,0
3285,9,0,0,0,0,0,0,0
3286,1,0,0,0,0,0,0,0
3287,5,0,0,0,0,0,0,0
3288,16,0,0,0,0,0,0,0
3289,4,0,0,0,0,0,0,0
3290,8,0,0,0,0,0,0,0
3291,1,0,0,0,0,0,0,0
3292,4,0,0,0,0,0,0,0
3293,2,0,0,0,0,0,0,0
3294,1,0,0,0,0,0,0,0
3295,4,0,0,0,0,0,0,0
3296,5,0,0,0,0,0,0,0
3297,4,0,0,0,0,0,0,0
3298,9,0,0,0,0,0,0,1
3299,8,0,0,0,0,0,0,1
3300,5,0,0,0,0,0,0,1
3301,7,0,0,0,0,0,0,1
3302,6,0,0,0,0,0,0,1
3303,6,0,0,0,0,0,0,1
3304,6,0,0,0,0,0,0,1
3305,14,0,0,0,0,0,0,1
3306,7,0,0,0,0,0,0,1
3307,2,0,0,0,0,0,0,1
3308,7,0,0,0,0,0,0,1
3309,6,0,0,0,0,0,0,1
3310,7,0,0,0,0,0,0,1
3311,1,0,0,0,0,0,0,1
3312,6,0,0,0,0,0,0,1
3313,1,0,0,0,0,0,0,1
3314,3,0,0,0,0,0,0,1
3315,15,0,0,0,0,0,0,1
3316,3,0,0,0,0,0,0,1
3317,1,0,0,0,0,0,0,1
3318,4,0,0,0,0,0,0,0
3319,1,0,0,0,0,0,0,0
3320,3,0,0,0,0,0,0,0
3321,4,0,0,0,0,0,0,0
3322,4,0,0,0,0,0,0,0
3323,1,0,0,0,0,0,0,0
3324,34,0,0,0,0,0,0,0
3325,38,0,0,0,0,0,0,0
3326,1,0,0,0,0,0,0,0
3327,1,0,0,0,0,0,0,0
3328,5,0,1,0,0,0,0,0
3329,16,0,0,0,0,0,0,0
3330,2,0,1,0,0,0,0,0
3331,2,0,1,0,0,0,0,0
3332,14,0,1,0,0,0,0,0
3333,21,0,0,0,0,0,0,0
3334,12,0,0,0,0,0,0,0
3335,1,0,1,0,0,0,0,0
3336,3,0,1,0,0,0,0,0
3337,1,0,1,0,0,0,0,0
3338,4,0,1,0,0,0,0,0
3339,11,0,1,0,0,0,0,0
3340,3,0,1,0,0,0,0,0
3341,9,0,1,0,0,0,0,0
3342,4,0,1,0,0,0,0,0
3343,2,0,1,0,0,0,0,0
3344,7,0,1,0,0,0,0,0
3345,3,0,0,0,0,1,0,0
3346,4,0,0,0,0,1,0,0
3347,13,0,0,0,0,0,0,0
3348,19,0,0,0,0,1,0,0
3349,17,0,0,0,0,1,0,0
3350,8,0,0,0,0,1,0,0
3351,21,0,0,0,0,1,0,0
3352,1,0,0,0,0,1,0,0
3353,34,0,0,0,0,1,0,0
3354,3,0,0,0,0,1,0,0
3355,4,0,0,0,0,1,0,0
3356,5,0,0,0,0,1,0,0
3357,12,0,0,0,0,1,0,0
3358,9,0,0,0,0,1,0,0
3359,67,0,0,0,0,1,0,0
3360,4,0,0,0,0,1,0,0
3361,4,0,0,0,0,1,0,0
3362,2,0,0,0,0,1,0,0
3363,3,0,0,0,0,1,0,0
3364,3,0,0,0,0,1,0,0
3365,3,0,0,0,0,1,0,0
3366,1,0,0,0,0,0,0,1
3367,1,0,0,0,0,0,0,1
3368,1,0,0,0,0,0,0,1
3369,2,0,0,0,0,0,0,1
3370,1,0,0,0,0,0,0,0
3371,1,0,0,0,0,0,0,0
3372,3,0,0,0,0,0,0,0
3373,4,0,0,0,0,0,0,0
3374,6,0,0,0,0,0,0,0
3375,7,0,0,0,0,0,0,1
3376,2,0,0,0,0,0,0,1
3377,5,0,0,0,0,0,0,1
3378,2,0,0,0,0,0,0,1
3379,1,0,0,0,0,0,0,1
3380,1,0,0,0,0,0,0,1
3381,3,0,0,0,0,0,0,1
3382,5,0,0,0,0,0,0,1
3383,1,0,0,0,0,0,0,1
3384,1,0,0,0,0,0,0,1
3385,2,0,0,0,0,0,0,1
3386,2,0,0,0,0,0,0,1
3387,5,0,0,0,0,0,0,1
3388,5,0,0,0,0,0,0,1
3389,1,0,1,0,0,0,0,0
3390,2,0,0,0,0,0,0,0
3391,1,0,0,0,0,0,0,0
3392,2,0,0,0,0,0,0,0
3393,19,0,0,0,0,0,0,0
3394,2,0,0,0,0,0,0,0
3395,1,0,0,0,0,0,0,0
3396,1,0,0,0,0,0,0,0
3397,2,0,0,0,0,0,0,0
3398,1,0,0,0,0,0,0,0
3399,1,0,0,0,0,0,0,0
3400,24,0,0,0,0,0,0,0
3401,7,0,0,0,0,0,0,0
3402,11,0,0,0,0,0,0,0
3403,3,0,0,0,0,0,0,0
3404,28,0,0,0,0,0,0,0
3405,1,0,0,0,0,0,0,0
3406,4,0,0,0,0,0,0,0
3407,2,0,0,0,0,0,0,0
3408,17,0,0,0,0,0,0,0
3409,2,0,0,0,0,0,0,0
3410,1,0,0,0,0,0,0,0
3411,10,0,0,0,0,0,0,0
3412,9,0,0,0,0,0,0,0
3413,4,0,0,0,0,0,0,0
3414,5,0,0,0,0,0,0,0
3415,2,0,0,0,0,0,0,0
3416,1,0,0,0,0,0,0,0
3417,5,0,0,0,0,0,0,0
3418,2,0,0,0,0,1,0,0
3419,4,0,0,0,0,1,0,0
3420,3,0,0,0,0,1,0,0
3421,1,0,0,0,0,1,0,0
3422,5,0,0,0,0,1,0,0
3423,3,0,0,0,0,1,0,0
3424,3,0,0,0,0,1,0,0
3425,1,0,0,0,0,1,0,0
3426,3,0,0,0,0,1,0,0
3427,1,0,0,0,0,1,0,0
3428,1,0,0,0,0,1,0,0
3429,1,0,0,0,0,1,0,0
3430,3,0,0,0,0,1,0,0
3431,1,0,0,0,0,1,0,0
3432,155,0,0,0,0,1,0,0
3433,400,0,0,0,0,1,0,0
3434,26,0,0,0,0,1,0,0
3435,11,0,0,0,0,1,0,0
3436,17,0,0,0,0,1,0,0
3437,4,0,0,0,0,0,0,1
3438,1,0,0,0,0,0,0,1
3439,1,0,0,0,0,0,0,1
3440,3,0,0,0,0,0,0,1
3441,1,0,0,0,0,0,0,1
3442,4,0,0,0,0,0,0,1
3443,1,0,0,0,0,0,0,1
3444,4,0,0,0,0,0,0,1
3445,2,0,0,0,0,0,0,1
3446,4,0,0,0,0,0,0,1
3447,2,0,0,0,0,0,0,1
3448,9,0,0,0,0,0,0,1
3449,10,0,0,0,0,0,0,1
3450,1,0,0,0,0,0,0,1
3451,1,0,0,0,0,0,0,1
3452,33,0,0,0,0,0,0,1
3453,3,0,0,0,0,0,0,0
3454,5,0,0,0,0,0,0,0
3455,1,0,0,0,0,0,0,0
3456,3,0,0,0,0,0,0,0
3457,1,0,0,0,0,0,0,0
3458,3,0,0,0,0,0,0,0
3459,1,0,0,0,0,0,0,0
3460,4,0,0,0,0,0,0,0
3461,11,0,0,0,0,0,0,0
3462,1,0,0,0,0,0,0,0
3463,1,0,0,0,0,0,0,0
3464,13,0,0,0,0,0,0,0
3465,5,0,0,0,0,0,0,0
3466,4,0,0,0,0,0,0,0
3467,60,0,0,0,0,0,0,0
3468,39,0,0,0,0,0,0,0
3469,17,0,0,0,0,0,0,0
3470,2,0,0,0,0,0,0,0
3471,7,0,0,0,0,0,0,0
3472,4,0,0,0,0,0,0,0
3473,1,0,0,0,0,0,0,0
3474,6,0,0,0,0,0,0,0
3475,11,0,0,0,0,0,0,0
3476,9,0,0,0,0,0,0,0
3477,1,0,0,0,0,0,0,0
3478,6,0,0,0,0,0,0,0
3479,6,0,0,0,0,0,0,0
3480,3,0,0,0,0,0,0,0
3481,3,0,0,0,0,0,0,0
3482,1,0,0,0,0,0,0,0
3483,1,0,0,0,0,0,0,0
3484,37,0,0,0,0,0,0,0
3485,2,0,0,0,0,0,0,0
3486,1,0,0,0,0,0,0,0
3487,11,0,0,0,0,1,0,0
3488,3,0,0,0,0,0,0,0
3489,2,0,0,0,0,1,0,0
3490,3,0,0,0,0,1,0,0
3491,2,0,0,0,0,1,0,0
3492,4,0,0,0,0,1,0,0
3493,8,0,0,0,0,1,0,0
3494,2,0,0,0,0,1,0,0
3495,1,0,0,0,0,1,0,0
3496,3,0,0,0,0,0,0,0
3497,2,0,0,0,0,1,0,0
3498,10,0,0,0,0,1,0,0
3499,2,0,0,0,0,1,0,0
3500,3,0,0,0,0,1,0,0
3501,2,0,0,0,0,1,0,0
3502,5,0,0,0,0,1,0,0
3503,7,0,0,0,0,1,0,0
3504,1,0,0,0,0,1,0,0
3505,3,0,0,0,0,1,0,0
3506,1,0,0,0,0,1,0,0
3507,3,0,0,0,0,1,0,0
3508,3,0,0,0,0,1,0,0
3509,1,0,0,0,0,0,0,0
3510,1,0,0,0,0,0,0,0
3511,2,0,0,0,0,0,0,0
3512,1,0,0,0,0,0,0,0
3513,4,0,0,0,0,0,0,0
3514,1,0,0,0,0,0,0,1
3515,4,0,0,0,0,0,0,1
3516,1,0,0,0,0,0,0,1
3517,2,0,0,0,0,0,0,1
3518,3,0,0,0,0,0,0,1
3519,3,0,0,0,0,0,0,1
3520,5,0,0,0,0,0,0,0
3521,3,0,0,0,0,0,0,0
3522,1,0,0,0,0,0,0,0
3523,22,0,0,0,0,0,0,1
3524,6,0,0,0,0,0,0,1
3525,5,0,0,0,0,0,0,1
3526,3,0,0,0,0,0,0,1
3527,16,0,0,0,0,0,0,1
3528,8,0,0,0,0,0,0,1
3529,19,0,0,0,0,0,0,1
3530,1,0,0,0,0,0,0,1
3531,2,0,0,0,0,0,0,1
3532,8,0,0,0,0,0,0,1
3533,22,0,0,0,0,0,0,1
3534,3,0,0,0,0,0,0,0
3535,4,0,0,0,0,0,0,0
3536,1,0,0,0,0,0,0,0
3537,2,0,0,0,0,0,0,0
3538,10,0,0,0,0,0,0,0
3539,1,0,0,0,0,0,0,0
3540,1,0,0,0,0,0,0,0
3541,2,0,0,0,0,0,0,0
3542,6,0,0,0,0,0,0,0
3543,8,0,0,0,0,0,0,0
3544,10,0,0,0,0,0,0,0
3545,9,0,0,0,0,0,0,0
3546,2,0,0,0,0,0,0,0
3547,3,0,0,0,0,0,0,0
3548,6,0,0,0,0,0,0,0
3549,4,0,0,0,0,0,0,0
3550,7,0,0,0,0,0,0,0
3551,5,0,0,0,0,0,0,0
3552,1,0,0,0,0,0,0,0
3553,4,0,0,0,0,0,0,0
3554,2,0,0,0,0,0,0,0
3555,8,0,0,0,0,0,0,0
3556,3,0,0,0,0,0,0,0
3557,2,0,0,0,0,0,0,0
3558,11,0,0,0,0,0,0,0
3559,1,0,0,0,0,0,0,0
3560,4,0,0,0,0,0,0,0
3561,2,0,0,0,0,0,0,0
3562,3,0,0,0,0,0,0,0
3563,1,0,0,0,0,0,0,0
3564,2,1,0,0,0,0,0,0
3565,7,0,0,0,0,1,0,0
3566,1,0,0,0,0,1,0,0
3567,16,0,0,0,0,1,0,0
3568,3,0,0,0,0,1,0,0
3569,6,0,0,0,0,1,0,0
3570,2,0,0,0,0,1,0,0
3571,3,0,0,0,0,1,0,0
3572,9,0,0,0,0,1,0,0
3573,5,0,0,0,0,1,0,0
3574,4,0,0,0,0,1,0,0
3575,7,0,0,0,0,1,0,0
3576,2,0,0,0,0,1,0,0
3577,3,0,0,0,0,1,0,0
3578,5,0,0,0,0,1,0,0
3579,14,0,0,0,0,1,0,0
3580,2,0,0,0,0,1,0,0
3581,35,0,0,0,0,1,0,0
3582,1,0,0,0,0,1,0,0
3583,2,0,0,0,0,1,0,0
3584,7,0,0,0,0,1,0,0
3585,12,0,0,0,0,0,0,1
3586,15,0,0,0,0,0,0,1
3587,5,0,0,0,0,0,0,1
3588,7,0,0,0,0,0,0,1
3589,1,0,0,0,0,0,0,1
3590,3,0,0,0,0,0,0,1
3591,13,0,0,0,0,0,0,1
3592,1,0,0,0,0,0,0,1
3593,5,0,0,0,0,0,0,1
3594,9,0,0,0,0,0,0,1
3595,2,0,0,0,0,0,0,1
3596,6,0,0,0,0,0,0,1
3597,4,0,0,0,0,0,0,1
3598,2,0,0,0,0,0,0,1
3599,6,0,0,0,0,0,0,1
3600,1,0,0,0,0,0,0,1
3601,3,0,0,0,0,0,0,1
3602,2,0,0,0,0,0,0,1
3603,25,0,0,0,0,0,0,1
3604,22,0,0,0,0,0,0,1
3605,8,0,0,0,0,0,0,1
3606,17,0,0,0,0,0,0,1
3607,2,1,0,0,0,0,0,0
3608,16,1,0,0,0,0,0,0
3609,2,1,0,0,0,0,0,0
3610,4,1,0,0,0,0,0,0
3611,6,1,0,0,0,0,0,0
3612,2,1,0,0,0,0,0,0
3613,6,1,0,0,0,0,0,0
3614,1,1,0,0,0,0,0,0
3615,4,1,0,0,0,0,0,0
3616,6,1,0,0,0,0,0,0
3617,22,1,0,0,0,0,0,0
3618,4,1,0,0,0,0,0,0
3619,3,0,0,0,0,0,0,0
3620,121,0,0,0,0,0,0,0
3621,3,0,0,0,0,0,0,0
3622,7,0,0,0,0,0,0,0
3623,4,0,0,0,0,0,0,0
3624,2,0,0,0,0,0,0,0
3625,5,0,0,0,0,0,0,0
3626,4,0,0,0,0,0,0,0
3627,6,0,0,0,0,0,0,0
3628,5,0,0,0,0,0,0,0
3629,4,0,0,0,0,0,0,0
3630,5,0,0,0,0,0,0,0
3631,7,0,0,0,0,0,0,0
3632,2,0,0,0,0,0,0,0
3633,2,0,0,0,0,0,0,1
3634,2,0,0,0,0,0,0,1
3635,27,0,0,0,0,0,0,1
3636,3,0,0,0,0,0,0,1
3637,13,0,0,0,0,0,0,1
3638,1,0,0,0,0,0,0,1
3639,13,0,0,0,0,0,0,1
3640,4,0,0,0,0,0,0,1
3641,2,0,0,0,0,0,0,1
3642,26,0,0,0,0,0,0,0
3643,2,0,0,0,0,0,0,0
3644,4,0,0,0,0,0,0,0
3645,7,0,0,0,0,0,0,0
3646,1,0,0,0,0,0,0,0
3647,104,0,0,0,0,0,0,0
3648,2,0,0,0,0,0,0,0
3649,10,0,0,0,0,0,0,0
3650,4,0,0,0,0,0,0,0
3651,4,0,0,0,0,0,0,0
3652,4,0,0,0,0,0,0,0
3653,3,0,0,0,0,0,0,0
3654,6,0,0,0,0,0,0,0
3655,4,0,0,0,0,0,0,0
3656,15,0,0,0,0,0,0,0
3657,8,0,0,0,0,0,0,0
3658,11,0,0,0,0,0,0,0
3659,1,0,0,0,0,0,0,0
3660,2,0,0,0,0,0,0,0
3661,2,0,0,0,0,0,0,0
3662,7,0,0,0,0,0,0,0
3663,6,0,0,0,0,0,0,0
3664,6,0,0,0,0,0,0,0
3665,9,0,0,0,0,0,0,0
3666,7,0,0,0,0,0,0,0
3667,4,0,0,0,0,0,0,0
3668,2,0,0,0,0,0,0,0
3669,6,0,0,0,0,0,0,0
3670,8,0,0,0,0,0,0,0
3671,17,0,0,0,0,0,0,0
3672,2,0,0,0,0,0,0,0
3673,9,0,0,0,0,0,0,0
3674,2,0,0,0,0,0,0,0
3675,22,0,0,0,0,0,0,0
3676,8,0,0,0,0,0,0,0
3677,8,0,0,0,0,0,0,0
3678,4,0,0,0,0,0,0,0
3679,12,0,0,0,0,0,0,0
3680,16,0,0,0,0,0,0,0
3681,16,0,0,0,0,0,0,0
3682,17,0,0,0,0,0,0,0
3683,19,0,0,0,0,0,0,0
3684,15,0,0,0,0,0,0,0
3685,2,0,0,0,0,0,0,0
3686,1,0,0,0,0,0,0,0
3687,4,0,0,0,0,0,0,0
3688,3,0,0,0,0,0,0,0
3689,4,0,0,0,0,0,0,0
3690,27,0,0,0,0,0,0,0
3691,3,0,0,0,0,0,0,0
3692,3,0,0,0,0,0,0,0
3693,7,0,0,0,0,0,0,0
3694,3,0,0,0,0,0,0,0
3695,9,0,0,0,0,0,0,0
3696,5,0,0,0,0,0,0,0
3697,4,0,0,0,0,0,0,0
3698,2,0,0,0,0,0,0,0
3699,1,0,0,0,0,0,0,0
3700,3,0,0,0,0,0,0,0
3701,2,0,0,0,0,0,0,0
3702,2,0,0,0,0,0,0,0
3703,2,0,0,0,0,0,0,0
3704,16,0,0,0,0,0,0,0
3705,5,1,0,0,0,0,0,0
3706,2,1,0,0,0,0,0,0
3707,3,1,0,0,0,0,0,0
3708,12,1,0,0,0,0,0,0
3709,1,1,0,0,0,0,0,0
3710,4,1,0,0,0,0,0,0
3711,16,1,0,0,0,0,0,0
3712,9,1,0,0,0,0,0,0
3713,11,1,0,0,0,0,0,0
3714,4,1,0,0,0,0,0,0
3715,1,1,0,0,0,0,0,0
3716,1,1,0,0,0,0,0,0
3717,4,0,0,0,0,0,0,0
3718,1,0,0,0,0,0,0,0
3719,1,0,0,0,0,0,0,0
3720,15,0,0,0,0,0,0,0
3721,2,0,0,0,0,0,0,0
3722,8,0,0,0,0,0,0,0
3723,2,0,0,0,0,0,0,0
3724,2,0,0,0,0,0,0,0
3725,11,0,0,0,0,0,0,0
3726,22,0,0,0,0,0,0,0
3727,4,0,0,0,0,0,0,0
3728,5,0,0,0,0,0,0,0
3729,2,0,0,0,0,0,0,0
3730,2,0,0,0,0,0,0,0
3731,2,0,0,0,0,0,0,0
3732,3,0,0,0,0,0,0,0
3733,4,0,0,0,0,0,0,0
3734,4,0,0,0,0,0,0,0
3735,3,0,0,0,0,0,0,0
3736,5,0,0,0,0,0,0,0
3737,5,0,0,0,0,0,0,0
3738,15,0,0,0,0,0,0,0
3739,1,0,0,0,0,0,0,0
3740,1,0,0,0,0,0,0,0
3741,1,0,0,0,0,0,0,0
3742,6,0,0,0,0,0,0,0
3743,5,0,0,0,0,0,0,0
3744,11,0,0,0,0,0,0,0
3745,1,0,0,0,0,0,0,0
3746,1,0,0,0,0,0,0,0
3747,1,0,0,0,0,0,0,0
3748,6,1,0,0,0,0,0,0
3749,2,1,0,0,0,0,0,0
3750,1,1,0,0,0,0,0,0
3751,3,1,0,0,0,0,0,0
3752,4,1,0,0,0,0,0,0
3753,4,1,0,0,0,0,0,0
3754,1,1,0,0,0,0,0,0
3755,1,1,0,0,0,0,0,0
3756,1,1,0,0,0,0,0,0
3757,7,1,0,0,0,0,0,0
3758,1,1,0,0,0,0,0,0
3759,1,1,0,0,0,0,0,0
3760,2,1,0,0,0,0,0,0
3761,1,1,0,0,0,0,0,0
3762,5,1,0,0,0,0,0,0
3763,2,1,0,0,0,0,0,0
3764,5,1,0,0,0,0,0,0
3765,11,1,0,0,0,0,0,0
3766,2,1,0,0,0,0,0,0
3767,5,0,0,0,0,0,0,0
