ID,total+AF8-number+AF8-employees,Department of Transportation,Department of Labor,Department of Justice,Department of the Interior,Department of Commerce,National Aeronautics and Space Administration,Department of Agriculture
7470,4,0,0,0,0,0,0,0
7471,2,0,0,0,0,0,0,0
7472,146,0,0,0,0,0,0,0
7473,2,0,0,0,0,1,0,0
7474,2,0,0,0,0,1,0,0
7475,2,0,0,0,0,1,0,0
7476,18,0,0,0,0,1,0,0
7477,1,0,0,0,0,1,0,0
7478,6,0,0,0,0,1,0,0
7479,25,0,0,0,0,1,0,0
7480,2,0,0,0,0,1,0,0
7481,11,0,0,0,0,1,0,0
7482,4,0,0,0,0,1,0,0
7483,10,0,0,0,0,1,0,0
7484,1,0,0,0,0,0,0,0
7485,3,0,0,0,0,0,0,0
7486,1,0,0,0,0,0,0,0
7487,6,0,0,0,0,0,0,0
7488,28,0,0,0,0,0,0,0
7489,4,0,0,0,0,0,0,0
7490,1,0,0,0,1,0,0,0
7491,16,0,0,0,1,0,0,0
7492,1,0,0,0,1,0,0,0
7493,2,0,0,0,1,0,0,0
7494,3,0,0,0,1,0,0,0
7495,1,0,0,0,1,0,0,0
7496,3,0,0,0,1,0,0,0
7497,7,0,0,0,1,0,0,0
7498,2,0,0,0,1,0,0,0
7499,2,0,0,0,1,0,0,0
7500,2,0,0,0,1,0,0,0
7501,2,0,0,0,1,0,0,0
7502,12,0,0,0,1,0,0,0
7503,1,0,0,0,1,0,0,0
7504,2,0,0,0,1,0,0,0
7505,6,0,0,0,0,0,0,0
7506,10,0,0,0,0,0,0,0
7507,6,0,0,0,0,0,0,0
7508,9,0,0,0,0,1,0,0
7509,3,0,0,0,0,0,0,0
7510,16,0,0,0,0,1,0,0
7511,28,0,0,0,0,1,0,0
7512,7,0,0,0,0,1,0,0
7513,13,0,0,0,0,1,0,0
7514,4,0,0,0,0,1,0,0
7515,1,0,0,0,0,1,0,0
7516,3,0,0,0,0,1,0,0
7517,4,0,0,0,0,1,0,0
7518,3,0,0,0,0,1,0,0
7519,3,0,0,0,0,1,0,0
7520,4,0,0,0,0,1,0,0
7521,1,0,0,0,0,1,0,0
7522,26,0,0,0,0,1,0,0
7523,1,0,0,0,0,1,0,0
7524,44,0,0,0,0,1,0,0
7525,3,0,0,0,0,1,0,0
7526,1,0,0,0,0,1,0,0
7527,1,0,0,0,0,1,0,0
7528,16,0,0,0,0,1,0,0
7529,20,0,0,0,0,1,0,0
7530,7,0,0,0,0,1,0,0
7531,2,0,0,0,1,0,0,0
7532,2,0,0,0,1,0,0,0
7533,1,0,0,0,1,0,0,0
7534,10,0,0,0,1,0,0,0
7535,8,0,0,0,1,0,0,0
7536,4,0,0,0,1,0,0,0
7537,2,0,0,0,1,0,0,0
7538,4,0,0,0,1,0,0,0
7539,1,0,0,0,1,0,0,0
7540,1,0,0,0,1,0,0,0
7541,2,0,0,0,1,0,0,0
7542,1,0,0,0,1,0,0,0
7543,6,0,0,0,1,0,0,0
7544,7,0,0,0,1,0,0,0
7545,1,0,0,0,1,0,0,0
7546,1,0,0,0,1,0,0,0
7547,2,0,0,0,1,0,0,0
7548,1,0,0,0,1,0,0,0
7549,1,0,0,0,1,0,0,0
7550,1,0,0,0,1,0,0,0
7551,1,0,0,0,1,0,0,0
7552,2,0,0,0,1,0,0,0
7553,1,0,0,0,0,0,0,0
7554,1,0,0,0,0,1,0,0
7555,2,0,0,0,0,1,0,0
7556,1,0,0,0,0,1,0,0
7557,2,0,0,0,0,1,0,0
7558,1,0,0,0,0,1,0,0
7559,6,0,0,0,0,1,0,0
7560,2,0,0,0,0,1,0,0
7561,1,0,0,0,0,1,0,0
7562,6,0,0,0,0,1,0,0
7563,4,0,0,0,0,1,0,0
7564,2,0,0,0,0,1,0,0
7565,5,0,0,0,0,1,0,0
7566,2,0,0,0,0,1,0,0
7567,6,0,0,0,0,1,0,0
7568,3,0,0,0,0,1,0,0
7569,1,0,0,0,0,1,0,0
7570,3,0,0,0,0,1,0,0
7571,3,0,0,0,0,1,0,0
7572,12,0,0,0,0,1,0,0
7573,5,0,0,0,0,1,0,0
7574,3,0,0,0,0,1,0,0
7575,3,0,0,0,0,0,0,1
7576,6,0,0,0,0,0,0,1
7577,4,0,0,0,0,0,0,1
7578,3,0,0,0,0,0,0,1
7579,3,0,0,0,0,0,0,1
7580,3,0,0,0,0,0,0,1
7581,2,0,0,0,0,0,0,1
7582,8,0,0,0,0,0,0,1
7583,3,0,0,0,0,0,0,1
7584,3,0,0,0,0,0,0,1
7585,3,0,0,0,0,0,0,1
7586,1,0,0,0,0,0,0,1
7587,1,0,0,0,0,0,0,1
7588,6,0,0,0,0,0,0,1
7589,2,0,0,0,0,0,0,1
7590,5,0,0,0,0,0,0,1
7591,1,0,0,0,0,0,0,1
7592,1,0,0,0,0,0,0,1
7593,5,0,0,0,0,0,0,1
7594,4,0,0,0,0,0,0,1
7595,3,0,0,0,0,0,0,1
7596,1,0,0,0,0,1,0,0
7597,2,0,0,0,0,1,0,0
7598,8,0,0,0,0,1,0,0
7599,2,0,0,0,0,1,0,0
7600,2,0,0,0,0,1,0,0
7601,1,0,0,0,0,1,0,0
7602,5,0,0,0,0,1,0,0
7603,5,0,0,0,0,1,0,0
7604,5,0,0,0,0,1,0,0
7605,9,0,0,0,0,1,0,0
7606,3,0,0,0,0,1,0,0
7607,1,0,0,0,0,1,0,0
7608,6,0,0,0,0,1,0,0
7609,1,0,0,0,0,1,0,0
7610,4,0,0,0,0,1,0,0
7611,9,0,0,0,0,1,0,0
7612,28,0,0,0,0,1,0,0
7613,30,0,0,0,0,1,0,0
7614,2,0,0,0,0,1,0,0
7615,29,0,0,0,0,0,0,0
7616,26,0,0,0,0,0,0,0
7617,5,0,0,0,0,1,0,0
7618,1,0,0,0,0,0,0,1
7619,5,0,0,0,0,0,0,1
7620,3,0,0,0,0,0,0,1
7621,6,0,0,0,0,0,0,1
7622,2,0,0,0,0,0,0,1
7623,1,0,0,0,0,0,0,1
7624,2,0,0,0,0,0,0,1
7625,2,0,0,0,0,0,0,1
7626,2,0,0,0,0,0,0,1
7627,5,0,0,0,0,0,0,1
7628,1,0,0,0,0,0,0,1
7629,3,0,0,0,0,0,0,1
7630,1,0,0,0,0,0,0,1
7631,10,0,0,0,0,0,0,1
7632,12,0,0,0,0,0,0,1
7633,1,0,0,0,0,0,0,0
7634,1,0,0,0,0,0,0,0
7635,2,0,0,0,0,0,0,0
7636,4,0,0,0,0,0,0,0
7637,1,0,0,0,0,0,0,0
7638,3,0,0,0,0,0,0,0
7639,2,0,0,0,0,0,0,0
7640,2,0,0,0,0,0,0,0
7641,12,0,0,0,0,0,0,0
7642,2,0,0,0,0,0,0,0
7643,2,0,0,0,0,0,0,1
7644,1,0,0,0,0,0,0,1
7645,8,0,0,0,0,0,0,1
7646,3,0,0,0,0,0,0,1
7647,2,0,0,0,0,0,0,1
7648,2,0,0,0,0,0,0,1
7649,1,0,0,0,0,0,0,1
7650,2,0,0,0,0,0,0,1
7651,5,0,0,0,0,0,0,1
7652,1,0,0,0,0,0,0,1
7653,5,0,0,0,0,0,0,1
7654,4,0,0,0,0,0,0,1
7655,2,0,0,0,0,0,0,1
7656,7,0,0,0,0,0,0,1
7657,8,0,0,0,0,0,0,1
7658,1,0,0,0,0,0,0,1
7659,1,0,0,0,0,0,0,1
7660,4,0,0,0,0,0,0,1
7661,6,0,0,0,0,0,0,1
7662,2,0,0,0,0,0,0,1
7663,10,0,0,0,0,0,0,1
7664,2,0,0,0,0,0,0,1
7665,2,0,0,0,0,0,0,1
7666,17,0,0,0,0,0,0,1
7667,6,0,0,0,0,0,0,1
7668,2,0,0,0,0,0,0,1
7669,1,0,0,0,0,0,0,1
7670,1,0,0,0,0,0,0,1
7671,1,0,0,0,0,0,0,1
7672,4,0,0,0,0,0,0,1
7673,3,0,0,0,0,0,0,1
7674,1,0,0,0,0,0,0,1
7675,6,0,0,0,0,0,0,1
7676,2,0,0,0,0,0,0,1
7677,2,0,0,0,0,0,0,1
7678,5,0,0,0,0,0,0,1
7679,1,0,0,0,0,0,0,1
7680,2,0,0,0,0,0,0,1
7681,5,0,0,0,0,0,0,1
7682,3,0,0,0,0,0,0,1
7683,2,0,0,0,0,0,0,1
7684,6,0,0,0,0,0,0,1
7685,1,0,0,0,0,0,0,1
7686,3,0,0,0,0,0,0,1
7687,1,0,0,0,0,0,0,0
7688,3,0,0,0,0,0,0,0
7689,12,0,0,0,0,0,0,0
7690,6,0,0,0,0,0,0,0
7691,2,0,0,0,0,0,0,0
7692,2,0,0,0,0,0,0,0
7693,8,0,0,0,0,0,0,0
7694,3,0,0,0,0,0,0,0
7695,7,0,0,0,0,0,0,0
7696,3,0,0,0,0,0,0,0
7697,2,0,0,0,0,0,0,0
7698,5,0,0,0,0,0,0,0
7699,6,0,0,0,0,0,0,0
7700,1,0,0,0,0,0,0,0
7701,12,0,0,0,0,0,0,0
7702,6,0,0,0,0,0,0,0
7703,8,0,0,0,0,0,0,0
7704,5,0,0,0,0,0,0,0
7705,4,0,0,0,0,0,0,0
7706,18,0,0,0,0,0,0,0
7707,9,0,0,0,0,0,0,0
7708,1,0,0,0,0,0,0,0
7709,4,0,0,0,0,0,0,0
7710,3,0,0,0,0,0,0,0
7711,5,0,0,0,0,0,0,0
7712,29,0,0,0,0,0,0,0
7713,2,0,0,0,0,0,0,0
7714,9,0,0,0,0,0,0,0
7715,2,0,0,0,0,0,0,0
7716,2,0,0,0,0,0,0,0
7717,9,0,0,0,0,0,0,0
7718,1,0,0,0,0,0,0,1
7719,10,0,0,0,0,0,0,1
7720,1,0,0,0,0,0,0,1
7721,1,0,0,0,0,0,0,1
7722,1,0,0,0,0,0,0,1
7723,2,0,0,0,0,0,0,1
7724,1,0,0,0,0,0,0,1
7725,1,0,0,0,0,0,0,1
7726,1,0,0,0,0,0,0,1
7727,1,0,0,0,0,0,0,1
7728,4,0,0,0,0,0,0,1
7729,5,0,0,0,0,0,0,1
7730,12,0,0,0,0,0,0,1
7731,4,0,0,0,0,0,0,1
7732,4,0,0,0,0,0,0,1
7733,4,0,0,0,0,0,0,1
7734,1,0,0,0,0,0,0,1
7735,4,0,0,0,0,0,0,1
7736,8,0,0,0,0,0,0,1
7737,10,0,0,0,0,0,0,1
7738,2,0,0,0,0,0,0,1
7739,10,0,0,0,0,0,0,1
7740,9,0,0,0,0,0,0,1
7741,1,0,0,0,0,0,0,1
7742,2,0,0,0,0,0,0,1
7743,1,0,0,0,0,0,0,0
7744,1,0,0,0,0,0,0,0
7745,9,0,0,0,0,0,0,1
7746,3,0,0,0,0,0,0,1
7747,1,0,0,0,0,0,0,1
7748,4,0,0,0,0,0,0,1
7749,2,0,0,0,0,0,0,1
7750,1,0,0,0,0,0,0,1
7751,4,0,0,0,0,0,0,0
7752,1,0,0,0,0,0,0,0
7753,3,0,0,0,0,0,0,0
7754,13,0,0,0,0,0,0,0
7755,7,0,0,0,0,0,0,0
7756,11,0,0,0,0,0,0,0
7757,3,0,0,0,0,0,0,0
7758,16,0,0,0,0,0,0,0
7759,7,0,0,0,0,0,0,0
7760,1,0,0,0,0,0,0,0
7761,2,0,0,0,0,0,0,0
7762,4,0,0,0,0,0,0,0
7763,10,0,0,0,0,0,0,0
7764,2,0,0,0,0,0,0,0
7765,5,0,0,0,0,0,0,0
7766,11,0,0,0,0,0,0,0
7767,18,0,0,0,0,0,0,0
7768,3,0,0,0,0,0,0,0
7769,9,0,0,0,0,0,0,0
7770,6,0,0,0,0,0,0,0
7771,5,0,0,0,0,0,0,0
7772,7,0,0,0,0,0,0,0
7773,5,0,0,0,0,0,0,0
7774,21,0,0,0,0,0,0,0
7775,7,0,0,0,0,0,0,0
7776,2,0,0,0,0,0,0,0
7777,13,0,0,0,0,0,0,0
7778,6,0,0,0,0,0,0,0
7779,8,0,0,0,0,0,0,0
7780,2,0,0,0,0,0,0,0
7781,3,0,0,0,0,0,0,0
7782,2,0,0,0,0,0,0,0
7783,1,0,0,0,0,0,0,0
7784,16,0,0,0,0,0,0,0
7785,3,0,0,0,0,0,0,0
7786,2,0,0,0,0,0,0,0
7787,1,0,0,0,0,0,0,0
7788,3,0,0,0,0,0,0,0
7789,22,0,0,0,0,0,0,0
7790,1,0,0,0,0,0,0,0
7791,19,0,0,0,0,0,0,0
7792,17,0,0,0,0,0,0,0
7793,6,0,0,0,0,0,0,0
7794,1,0,0,0,0,0,0,0
7795,2,0,0,0,0,0,0,0
7796,3,0,0,0,0,0,0,0
7797,13,0,0,0,0,0,0,0
7798,3,0,0,0,0,0,0,0
7799,17,0,0,0,0,0,0,0
7800,1,0,0,0,0,0,0,0
7801,2,0,0,0,0,0,0,0
7802,5,0,0,0,0,0,0,0
7803,8,0,0,0,0,0,0,0
7804,4,0,0,0,0,0,0,0
7805,3,0,0,0,0,0,0,0
7806,2,0,0,0,0,0,0,0
7807,7,0,0,0,0,0,0,0
7808,3,0,0,0,0,0,0,0
7809,2,0,0,0,0,0,0,0
7810,2,0,0,0,0,0,0,0
7811,2,0,0,0,0,0,0,0
7812,10,0,0,0,0,0,0,0
7813,6,0,0,0,0,0,0,0
7814,8,0,0,0,0,0,0,0
7815,5,0,0,0,0,0,0,0
7816,3,0,0,0,0,0,0,0
7817,43,0,0,0,0,0,0,0
7818,7,0,0,0,0,0,0,0
7819,5,0,0,0,0,0,0,0
7820,6,0,0,0,0,0,0,0
7821,19,0,0,0,0,0,0,0
7822,18,0,0,0,0,0,0,0
7823,15,0,0,0,0,0,0,0
7824,4,0,0,0,0,0,0,0
7825,16,0,0,0,0,0,0,0
7826,7,0,0,0,0,0,0,0
7827,1,0,0,0,0,0,0,0
7828,49,0,0,0,0,0,0,0
7829,11,0,0,0,0,0,0,0
7830,4,0,0,0,0,0,0,0
7831,1,0,0,0,0,0,0,0
7832,56,0,0,0,0,0,0,0
7833,3,0,0,0,0,0,0,0
7834,22,0,0,0,0,0,0,0
7835,1,0,0,0,0,0,0,0
7836,7,0,0,0,0,0,0,0
7837,8,0,0,0,0,0,0,0
7838,4,0,0,0,0,0,0,0
7839,2,0,0,0,0,0,0,0
7840,1,0,0,0,0,0,0,0
7841,1,0,0,0,0,0,0,0
7842,1,0,0,0,0,0,0,0
7843,3,0,0,0,0,0,0,0
7844,7,0,0,0,0,0,0,0
7845,2,0,0,0,0,0,0,0
7846,4,0,0,0,0,0,0,0
7847,1,0,0,0,0,0,0,0
7848,2,0,0,0,0,0,0,1
7849,28,0,0,0,0,0,0,1
7850,50,0,0,0,0,0,0,1
7851,2,0,0,0,0,0,0,1
7852,6,0,0,0,0,0,0,1
7853,3,0,0,0,0,0,0,1
7854,4,0,0,0,0,0,0,1
7855,3,0,0,0,0,0,0,1
7856,10,0,0,0,0,0,0,1
7857,11,0,0,0,0,0,0,1
7858,4,0,0,0,0,0,0,0
7859,3,0,0,0,0,0,0,0
7860,7,0,0,0,0,0,0,0
7861,2,0,0,0,0,0,0,0
7862,6,0,0,0,0,0,0,0
7863,3,0,0,0,0,0,0,0
7864,8,0,0,0,0,0,0,0
7865,1,0,0,0,0,0,0,0
7866,7,0,0,0,0,0,0,0
7867,1,0,0,0,0,0,0,0
7868,10,0,0,0,0,0,0,0
7869,6,0,0,0,0,0,0,0
7870,26,0,0,0,0,0,0,0
7871,2,0,0,0,0,0,0,0
7872,32,0,0,0,0,0,0,0
7873,1,0,0,0,0,0,0,0
7874,1,0,0,0,0,0,0,0
7875,11,0,0,0,0,0,0,0
7876,1,0,0,0,0,0,0,0
7877,9,0,0,0,0,0,0,0
7878,2,0,0,0,0,0,0,0
7879,1,0,0,0,0,0,0,0
7880,5,0,0,0,0,0,0,0
7881,2,0,0,0,0,0,0,0
7882,2,0,0,0,0,0,0,0
7883,15,0,0,0,0,0,0,0
7884,19,0,0,0,0,0,0,0
7885,2,0,0,0,0,0,0,0
7886,1,0,0,0,0,0,0,0
7887,12,0,0,0,0,0,0,0
7888,8,0,0,0,0,0,0,0
7889,4,0,0,0,0,0,0,0
7890,1,0,0,0,0,0,0,0
7891,1,0,0,0,0,0,0,0
7892,12,0,0,0,0,0,0,1
7893,5,0,0,0,0,0,0,1
7894,1,0,0,0,0,0,0,1
7895,477,0,0,0,0,0,0,1
7896,27,0,0,0,0,0,0,1
7897,6,0,0,0,0,0,0,1
7898,4,0,0,0,0,0,0,1
7899,6,0,0,0,0,0,0,1
7900,8,0,0,0,0,0,0,1
7901,4,0,0,0,0,0,0,1
7902,5,0,0,0,0,0,0,1
7903,3,0,0,0,0,0,0,1
7904,4,0,0,0,0,0,0,1
7905,8,0,0,0,0,0,0,1
7906,3,0,0,0,0,0,0,1
7907,1,0,0,0,0,0,0,1
7908,14,0,0,0,0,0,0,1
7909,5,0,0,0,0,0,0,1
7910,3,0,0,0,0,0,0,1
7911,6,0,0,0,0,0,0,1
7912,5,0,0,0,0,0,0,1
7913,1,0,0,0,0,0,0,1
7914,4,0,0,0,0,0,0,1
7915,20,0,0,0,0,0,0,1
7916,2,0,0,0,0,0,0,1
7917,8,0,0,0,0,0,0,1
7918,11,0,0,0,0,0,0,1
7919,5,0,0,0,0,0,0,1
7920,15,0,0,0,0,0,0,1
7921,13,0,0,0,0,0,0,1
7922,3,0,0,0,0,0,0,1
7923,4,0,0,0,0,0,0,1
7924,8,0,0,0,0,0,0,1
7925,10,0,0,0,0,0,0,1
7926,5,0,0,0,0,0,0,1
7927,4,0,0,0,0,0,0,1
7928,2,0,0,0,0,0,0,1
7929,2,0,0,0,0,0,0,1
7930,2,0,0,0,0,0,0,1
7931,9,0,0,0,0,0,0,0
7932,1,0,0,0,0,0,0,0
7933,6,0,0,0,0,0,0,0
7934,1,0,0,0,0,0,0,0
7935,4,0,0,0,0,0,0,0
7936,1,0,0,0,0,0,0,0
7937,7,0,0,0,0,0,0,0
7938,1,0,0,0,0,0,0,0
7939,1,0,0,0,0,0,0,0
7940,1,0,0,0,0,0,0,0
7941,10,0,0,0,0,0,0,0
7942,2,0,0,0,0,0,0,0
7943,5,0,0,0,0,0,0,0
7944,50,0,0,0,0,0,0,1
7945,1,0,0,0,0,0,0,1
7946,3,0,0,0,0,0,0,1
7947,25,0,0,0,0,0,0,1
7948,38,0,0,0,0,0,0,1
7949,11,0,0,0,0,0,0,1
7950,14,0,0,0,0,0,0,1
7951,21,0,0,0,0,0,0,1
7952,3,0,0,0,0,0,0,1
7953,24,0,0,0,0,0,0,1
7954,7,0,0,0,0,0,0,1
7955,2,0,0,0,0,0,0,1
7956,1,0,0,0,0,0,0,1
7957,1,0,0,0,0,0,0,0
7958,31,0,0,0,0,0,0,1
7959,1,0,0,0,0,0,0,1
7960,2,0,0,0,0,0,0,1
7961,5,0,0,0,0,0,0,1
7962,1,0,0,0,0,0,0,1
7963,1,0,0,0,0,0,0,1
7964,4,0,0,0,0,0,0,1
7965,7,0,0,0,0,0,0,1
7966,1,0,0,0,0,0,0,1
7967,2,0,0,0,0,0,0,1
7968,4,0,0,0,0,0,0,1
7969,2,0,0,0,0,0,0,1
7970,2,0,0,0,0,0,0,1
7971,3,0,0,0,0,0,0,1
7972,4,0,0,0,0,0,0,1
7973,1,0,0,0,0,0,0,1
7974,3,0,0,0,0,0,0,1
7975,4,0,0,0,0,0,0,1
7976,2,0,0,0,0,0,0,1
7977,2,0,0,0,0,0,0,1
7978,12,0,0,0,0,0,0,1
7979,2,0,0,0,0,0,0,1
7980,3,0,0,0,0,0,0,1
7981,6,0,0,0,0,0,0,1
7982,15,0,0,0,0,0,0,1
7983,2,0,0,0,0,0,0,1
7984,2,0,0,0,0,0,0,1
7985,2,0,0,0,0,0,0,1
7986,3,0,0,0,0,0,0,1
7987,2,0,0,0,0,0,0,1
7988,2,0,0,0,0,0,0,1
7989,2,0,0,0,0,0,0,1
7990,5,0,0,0,0,0,0,1
7991,2,0,0,0,0,0,0,1
7992,4,0,0,0,0,0,0,1
7993,20,0,0,0,0,0,0,1
7994,3,0,0,0,0,0,0,1
7995,6,0,0,0,0,0,0,1
7996,6,0,0,0,0,0,0,1
7997,2,0,0,0,0,0,0,1
7998,2,0,0,0,0,0,0,1
7999,3,0,0,0,0,0,0,1
8000,8,0,0,0,0,0,0,1
8001,351,0,0,0,0,0,0,1
8002,284,0,0,0,0,0,0,1
8003,2,0,0,0,0,0,0,1
8004,1,0,0,0,0,0,0,1
8005,3,0,0,0,0,0,0,1
8006,2,0,0,0,0,0,0,1
8007,1,0,0,0,0,0,0,1
8008,4,0,0,0,0,0,0,1
8009,6,0,0,0,0,0,0,1
8010,2,0,0,0,0,0,0,1
8011,15,0,0,0,0,0,0,1
8012,5,0,0,0,0,0,0,1
8013,3,0,0,0,0,0,0,1
8014,5,0,0,0,0,0,0,1
8015,5,0,0,0,0,0,0,1
8016,5,0,0,0,0,0,0,1
8017,3,0,0,0,0,0,0,1
8018,8,0,0,0,0,0,0,1
8019,3,0,0,0,0,0,0,1
8020,3,0,0,0,0,0,0,1
8021,1,0,0,0,0,0,0,1
8022,2,0,0,0,0,0,0,1
8023,5,0,0,0,0,0,0,1
8024,6,0,0,0,0,0,0,1
8025,3,0,0,0,0,0,0,1
8026,2,0,0,0,0,0,0,1
8027,5,0,0,0,0,0,0,1
8028,10,0,0,0,0,0,0,1
8029,8,0,0,0,0,0,0,1
8030,10,0,0,0,0,0,0,1
8031,3,0,0,0,0,0,0,1
8032,1,0,0,0,0,0,0,1
8033,1,0,0,0,0,0,0,1
8034,10,0,0,0,0,0,0,1
8035,4,0,0,0,0,0,0,1
8036,10,0,0,0,0,0,0,1
8037,7,0,0,0,0,0,0,1
8038,4,0,0,0,0,0,0,1
8039,12,0,0,0,0,0,0,1
8040,4,0,0,0,0,0,0,1
8041,4,0,0,0,0,0,0,1
8042,2,0,0,0,0,0,0,1
8043,8,0,0,0,0,0,0,1
8044,7,0,0,0,0,0,0,1
8045,9,0,0,0,0,0,0,1
8046,5,0,0,0,0,0,0,1
8047,7,0,0,0,0,0,0,1
8048,7,0,0,0,0,0,0,1
8049,8,0,0,0,0,0,0,1
8050,4,0,0,0,0,0,0,1
8051,4,0,0,0,0,0,0,1
8052,4,0,0,0,0,0,0,1
8053,5,0,0,0,0,0,0,1
8054,9,0,0,0,0,0,0,1
8055,6,0,0,0,0,0,0,1
8056,2,0,0,0,0,0,0,1
8057,8,0,0,0,0,0,0,1
8058,14,0,0,0,0,0,0,1
8059,1,0,0,0,0,0,0,1
8060,1,0,0,0,0,0,0,1
8061,2,0,0,0,0,0,0,1
8062,8,0,0,0,0,0,0,1
8063,5,0,0,0,0,0,0,1
8064,4,0,0,0,0,0,0,1
8065,4,0,0,0,0,0,0,1
8066,3,0,0,0,0,0,0,1
8067,20,0,0,0,0,0,0,1
8068,6,0,0,0,0,0,0,1
8069,4,0,0,0,0,0,0,1
8070,8,0,0,0,0,0,0,1
8071,3,0,0,0,0,0,0,1
8072,7,0,0,0,0,0,0,1
8073,4,0,0,0,0,0,0,1
8074,9,0,0,0,0,0,0,1
8075,9,0,0,0,0,0,0,1
8076,4,0,0,0,0,0,0,1
8077,11,0,0,0,0,0,0,1
8078,4,0,0,0,0,0,0,1
8079,5,0,0,0,0,0,0,1
8080,8,0,0,0,0,0,0,1
8081,4,0,0,0,0,0,0,1
8082,6,0,0,0,0,0,0,1
8083,10,0,0,0,0,0,0,1
8084,3,0,0,0,0,0,0,1
8085,2,0,0,0,0,0,0,1
8086,6,0,0,0,0,0,0,1
8087,1,0,0,0,0,0,0,1
8088,19,0,0,0,0,0,0,1
8089,2,0,0,0,0,0,0,1
8090,3,0,0,0,0,0,0,1
8091,5,0,0,0,0,0,0,1
8092,6,0,0,0,0,0,0,1
8093,2,0,0,0,0,0,0,1
8094,4,0,0,0,0,0,0,1
8095,2,0,0,0,0,0,0,1
8096,1,0,0,0,0,0,0,1
8097,1,0,0,0,0,0,0,1
8098,1,0,0,0,0,0,0,1
8099,1,0,0,0,0,0,0,1
8100,1,0,0,0,0,0,0,1
8101,1,0,0,0,0,0,0,1
8102,6,0,0,0,0,0,0,1
8103,9,0,0,0,0,0,0,1
8104,2,0,0,0,0,0,0,1
8105,2,0,0,0,0,0,0,1
8106,4,0,0,0,0,0,0,1
8107,4,0,0,0,0,0,0,1
8108,6,0,0,0,0,0,0,1
8109,29,0,0,0,0,0,0,1
8110,7,0,0,0,0,0,0,1
8111,13,0,0,0,0,0,0,1
8112,12,0,0,0,0,0,0,1
8113,9,0,0,0,0,0,0,1
8114,3,0,0,0,0,0,0,1
8115,2,0,0,0,0,0,0,1
8116,9,0,0,0,0,0,0,1
8117,3,0,0,0,0,0,0,1
8118,1,0,0,0,0,0,0,1
8119,2,0,0,0,0,0,0,1
8120,3,0,0,0,0,0,0,1
8121,1,0,0,0,0,0,0,1
8122,2,0,0,0,0,0,0,1
8123,12,0,0,0,0,0,0,1
8124,4,0,0,0,0,0,0,1
8125,4,0,0,0,0,0,0,1
8126,2,0,0,0,0,0,0,1
8127,3,0,0,0,0,0,0,1
8128,3,0,0,0,0,0,0,1
8129,4,0,0,0,0,0,0,1
8130,10,0,0,0,0,0,0,0
8131,4,0,0,0,0,0,0,0
8132,6,0,0,0,0,0,0,1
8133,5,0,0,0,0,0,0,1
8134,5,0,0,0,0,0,0,1
8135,7,0,0,0,0,0,0,1
8136,5,0,0,0,0,0,0,1
8137,5,0,0,0,0,0,0,1
8138,1,0,0,0,0,0,0,1
8139,6,0,0,0,0,0,0,1
8140,2,0,0,0,0,0,0,1
8141,1,0,0,0,0,0,0,1
8142,22,0,0,0,0,0,0,1
8143,1,0,0,0,0,0,0,1
8144,1,0,0,0,0,0,0,1
8145,7,0,0,0,0,0,0,1
8146,4,0,0,0,0,0,0,1
8147,4,0,0,0,0,0,0,1
8148,4,0,0,0,0,0,0,1
8149,13,0,0,0,0,0,0,1
8150,4,0,0,0,0,0,0,1
8151,10,0,0,0,0,0,0,1
8152,9,0,0,0,0,0,0,1
8153,1,0,0,0,0,0,0,1
8154,1,0,0,0,0,0,0,1
8155,1,0,0,0,0,0,0,1
8156,1,0,0,0,0,0,0,1
8157,2,0,0,0,0,0,0,1
8158,1,0,0,0,0,0,0,1
8159,3,0,0,0,0,0,0,1
8160,1,0,0,0,0,0,0,1
8161,2,0,0,0,0,0,0,1
8162,1,0,0,0,0,0,0,1
8163,3,0,0,0,0,0,0,1
8164,4,0,0,0,0,0,0,1
8165,1,0,0,0,0,0,0,1
8166,5,0,0,0,0,0,0,1
8167,7,0,0,0,0,0,0,1
8168,4,0,0,0,0,0,0,1
8169,20,0,0,0,0,0,0,1
8170,4,0,0,0,0,0,0,1
8171,4,0,0,0,0,0,0,1
8172,2,0,0,0,0,0,0,1
8173,4,0,0,0,0,0,0,1
8174,1,0,0,0,0,0,0,1
8175,2,0,0,0,0,0,0,1
8176,8,0,0,0,0,0,0,1
8177,4,0,0,0,0,0,0,1
8178,17,0,0,0,0,0,0,1
8179,5,0,0,0,0,0,0,1
8180,5,0,0,0,0,0,0,1
8181,13,0,0,0,0,0,0,1
8182,6,0,0,0,0,0,0,1
8183,10,0,0,0,0,0,0,1
8184,4,0,0,0,0,0,0,1
8185,8,0,0,0,0,0,0,1
8186,3,0,0,0,0,0,0,1
8187,11,0,0,0,0,0,0,1
8188,6,0,0,0,0,0,0,1
8189,4,0,0,0,0,0,0,1
8190,1,0,0,0,0,0,0,1
8191,2,0,0,0,0,0,0,1
8192,9,0,0,0,0,0,0,1
8193,3,0,0,0,0,0,0,1
8194,13,0,0,0,0,0,0,1
8195,17,0,0,0,0,0,0,1
8196,8,0,0,0,0,0,0,1
8197,4,0,0,0,0,0,0,1
8198,5,0,0,0,0,0,0,1
8199,2,0,0,0,0,0,0,1
8200,3,0,0,0,0,0,0,1
8201,12,0,0,0,0,0,0,1
