ID,percentage of students funded on grant,Department of Transportation,Department of Labor,Department of Justice,Department of the Interior,Department of Commerce,National Aeronautics and Space Administration,Department of Agriculture
7363,0,0,0,0,0,0,0,0
7364,0,0,0,0,0,0,0,0
7365,0,0,0,0,0,0,0,0
7366,20,0,0,0,0,0,0,0
7367,0,0,0,0,0,0,0,0
7368,30.6451612903,0,0,0,0,0,0,0
7369,0,0,0,0,0,0,0,0
7370,0,0,0,0,0,0,0,0
7371,12.9032258065,0,0,0,0,0,0,0
7372,0,0,0,0,0,0,0,0
7373,33.3333333333,0,0,0,0,0,0,0
7374,41.6666666667,0,0,0,0,0,0,0
7375,56.25,0,0,0,0,0,0,1
7376,28.5714285714,0,0,0,0,0,0,1
7377,38.0952380952,0,0,0,0,0,0,1
7378,0,0,0,0,0,0,0,1
7379,25,0,0,0,0,0,0,1
7380,25,0,0,0,0,0,0,1
7381,80,0,0,0,0,0,0,1
7382,0,0,0,0,0,0,0,1
7383,0,0,0,0,0,0,0,1
7384,50,0,0,0,0,0,0,1
7385,0,0,0,0,0,0,0,1
7386,16.6666666667,0,0,0,0,0,0,1
7387,0,0,0,0,0,0,0,1
7388,0,0,0,0,0,0,0,1
7389,0,0,0,0,0,0,0,1
7390,16.6666666667,0,0,0,0,0,0,0
7391,0,0,0,0,0,0,0,0
7392,0,0,0,0,0,0,0,0
7393,16.6666666667,0,0,0,0,0,0,0
7394,33.3333333333,0,0,0,0,0,0,0
7395,0,0,0,0,0,0,0,0
7396,0,0,0,0,0,0,0,0
7397,28.5714285714,0,0,0,0,0,0,0
7398,0,0,0,0,0,0,0,0
7399,50,0,0,0,0,0,0,0
7400,25,0,0,0,0,0,0,0
7401,20,0,0,0,0,0,0,0
7402,0,0,0,0,0,0,0,0
7403,0,0,0,0,0,0,0,0
7404,0,0,0,0,0,0,0,0
7405,0,0,0,0,0,0,0,0
7406,0,0,0,0,0,0,0,0
7407,0,0,0,0,0,0,0,0
7408,0,0,0,0,0,0,0,1
7409,0,0,0,0,0,0,0,1
7410,40,0,0,0,0,0,0,1
7411,0,0,0,0,0,0,0,1
7412,0,0,0,0,0,0,0,1
7413,0,0,0,0,0,0,0,1
7414,0,0,0,0,0,0,0,1
7415,0,0,0,0,0,0,0,1
7416,0,0,0,0,0,0,0,1
7417,0,0,0,0,0,0,0,1
7418,25,0,0,0,0,0,0,1
7419,0,0,0,0,0,0,0,1
7420,0,0,0,0,0,0,0,1
7421,0,0,0,0,0,0,0,1
7422,14.2857142857,0,0,0,0,0,0,1
7423,0,0,0,0,0,0,0,0
7424,0,0,0,0,0,0,0,0
7425,0,0,0,0,0,0,0,0
7426,61.7021276596,0,0,0,0,0,0,0
7427,100,0,0,0,0,0,0,0
7428,18.75,0,0,0,0,0,0,0
7429,0,0,0,0,0,0,0,0
7430,25,0,0,0,0,0,0,0
7431,0,0,0,0,0,0,0,0
7432,0,0,0,0,0,0,0,0
7433,0,0,0,0,0,0,0,0
7434,100,0,0,0,0,0,0,0
7435,0,0,0,0,0,0,0,0
7436,6.6666666667,0,0,0,0,0,0,0
7437,0,0,0,0,0,0,0,0
7438,20,0,0,0,0,0,0,0
7439,50,0,0,0,0,0,0,0
7440,0,0,0,0,0,0,0,0
7441,0,0,0,0,0,0,0,0
7442,0,0,0,0,0,0,0,0
7443,0,0,0,0,0,0,0,0
7444,0,0,0,0,0,0,0,0
7445,25,0,0,0,0,0,0,0
7446,100,0,0,0,0,0,0,0
7447,0,0,0,0,0,0,0,0
7448,0,0,0,0,0,0,0,0
7449,0,0,0,0,0,0,0,0
7450,25,0,0,0,0,0,0,0
7451,33.3333333333,0,0,0,0,0,0,0
7452,33.3333333333,0,0,0,0,0,0,0
7453,0,0,0,0,0,0,0,0
7454,0,0,0,0,0,0,0,0
7455,0,0,0,0,0,0,0,0
7456,0,0,0,0,0,0,0,0
7457,0,0,0,0,0,0,0,0
7458,0,0,0,0,0,0,0,0
7459,28.5714285714,0,0,0,0,0,0,0
7460,0,0,0,0,0,0,0,0
7461,0,0,0,0,0,0,0,0
7462,0,0,0,0,0,0,0,0
7463,0,0,0,0,0,0,0,0
7464,0,0,0,0,0,0,0,0
7465,33.3333333333,0,0,0,0,0,0,0
7466,0,0,0,0,0,0,0,0
7467,0,0,0,0,0,0,0,0
7468,0,0,0,0,0,0,0,0
7469,0,0,0,0,0,0,0,0
7470,0,0,0,0,0,0,0,0
7471,0,0,0,0,0,0,0,0
7472,0,0,0,0,0,0,0,0
7473,0,0,0,0,0,1,0,0
7474,0,0,0,0,0,1,0,0
7475,50,0,0,0,0,1,0,0
7476,0,0,0,0,0,1,0,0
7477,0,0,0,0,0,1,0,0
7478,33.3333333333,0,0,0,0,1,0,0
7479,0,0,0,0,0,1,0,0
7480,0,0,0,0,0,1,0,0
7481,54.5454545455,0,0,0,0,1,0,0
7482,0,0,0,0,0,1,0,0
7483,0,0,0,0,0,1,0,0
7484,0,0,0,0,0,0,0,0
7485,66.6666666667,0,0,0,0,0,0,0
7486,0,0,0,0,0,0,0,0
7487,16.6666666667,0,0,0,0,0,0,0
7488,25,0,0,0,0,0,0,0
7489,25,0,0,0,0,0,0,0
7490,0,0,0,0,1,0,0,0
7491,18.75,0,0,0,1,0,0,0
7492,0,0,0,0,1,0,0,0
7493,0,0,0,0,1,0,0,0
7494,0,0,0,0,1,0,0,0
7495,0,0,0,0,1,0,0,0
7496,0,0,0,0,1,0,0,0
7497,14.2857142857,0,0,0,1,0,0,0
7498,0,0,0,0,1,0,0,0
7499,0,0,0,0,1,0,0,0
7500,0,0,0,0,1,0,0,0
7501,0,0,0,0,1,0,0,0
7502,25,0,0,0,1,0,0,0
7503,0,0,0,0,1,0,0,0
7504,0,0,0,0,1,0,0,0
7505,16.6666666667,0,0,0,0,0,0,0
7506,20,0,0,0,0,0,0,0
7507,16.6666666667,0,0,0,0,0,0,0
7508,0,0,0,0,0,1,0,0
7509,0,0,0,0,0,0,0,0
7510,18.75,0,0,0,0,1,0,0
7511,28.5714285714,0,0,0,0,1,0,0
7512,42.8571428571,0,0,0,0,1,0,0
7513,69.2307692308,0,0,0,0,1,0,0
7514,50,0,0,0,0,1,0,0
7515,0,0,0,0,0,1,0,0
7516,0,0,0,0,0,1,0,0
7517,25,0,0,0,0,1,0,0
7518,0,0,0,0,0,1,0,0
7519,66.6666666667,0,0,0,0,1,0,0
7520,75,0,0,0,0,1,0,0
7521,0,0,0,0,0,1,0,0
7522,26.9230769231,0,0,0,0,1,0,0
7523,0,0,0,0,0,1,0,0
7524,11.3636363636,0,0,0,0,1,0,0
7525,0,0,0,0,0,1,0,0
7526,0,0,0,0,0,1,0,0
7527,0,0,0,0,0,1,0,0
7528,0,0,0,0,0,1,0,0
7529,0,0,0,0,0,1,0,0
7530,14.2857142857,0,0,0,0,1,0,0
7531,0,0,0,0,1,0,0,0
7532,0,0,0,0,1,0,0,0
7533,0,0,0,0,1,0,0,0
7534,30,0,0,0,1,0,0,0
7535,37.5,0,0,0,1,0,0,0
7536,0,0,0,0,1,0,0,0
7537,0,0,0,0,1,0,0,0
7538,0,0,0,0,1,0,0,0
7539,0,0,0,0,1,0,0,0
7540,0,0,0,0,1,0,0,0
7541,0,0,0,0,1,0,0,0
7542,0,0,0,0,1,0,0,0
7543,83.3333333333,0,0,0,1,0,0,0
7544,0,0,0,0,1,0,0,0
7545,0,0,0,0,1,0,0,0
7546,0,0,0,0,1,0,0,0
7547,0,0,0,0,1,0,0,0
7548,0,0,0,0,1,0,0,0
7549,0,0,0,0,1,0,0,0
7550,0,0,0,0,1,0,0,0
7551,0,0,0,0,1,0,0,0
7552,0,0,0,0,1,0,0,0
7553,0,0,0,0,0,0,0,0
7554,0,0,0,0,0,1,0,0
7555,0,0,0,0,0,1,0,0
7556,0,0,0,0,0,1,0,0
7557,50,0,0,0,0,1,0,0
7558,0,0,0,0,0,1,0,0
7559,0,0,0,0,0,1,0,0
7560,0,0,0,0,0,1,0,0
7561,0,0,0,0,0,1,0,0
7562,0,0,0,0,0,1,0,0
7563,0,0,0,0,0,1,0,0
7564,0,0,0,0,0,1,0,0
7565,0,0,0,0,0,1,0,0
7566,0,0,0,0,0,1,0,0
7567,50,0,0,0,0,1,0,0
7568,0,0,0,0,0,1,0,0
7569,0,0,0,0,0,1,0,0
7570,33.3333333333,0,0,0,0,1,0,0
7571,0,0,0,0,0,1,0,0
7572,0,0,0,0,0,1,0,0
7573,0,0,0,0,0,1,0,0
7574,0,0,0,0,0,1,0,0
7575,0,0,0,0,0,0,0,1
7576,0,0,0,0,0,0,0,1
7577,25,0,0,0,0,0,0,1
7578,0,0,0,0,0,0,0,1
7579,0,0,0,0,0,0,0,1
7580,0,0,0,0,0,0,0,1
7581,0,0,0,0,0,0,0,1
7582,37.5,0,0,0,0,0,0,1
7583,0,0,0,0,0,0,0,1
7584,0,0,0,0,0,0,0,1
7585,0,0,0,0,0,0,0,1
7586,0,0,0,0,0,0,0,1
7587,0,0,0,0,0,0,0,1
7588,0,0,0,0,0,0,0,1
7589,0,0,0,0,0,0,0,1
7590,0,0,0,0,0,0,0,1
7591,0,0,0,0,0,0,0,1
7592,0,0,0,0,0,0,0,1
7593,20,0,0,0,0,0,0,1
7594,0,0,0,0,0,0,0,1
7595,0,0,0,0,0,0,0,1
7596,0,0,0,0,0,1,0,0
7597,0,0,0,0,0,1,0,0
7598,12.5,0,0,0,0,1,0,0
7599,0,0,0,0,0,1,0,0
7600,0,0,0,0,0,1,0,0
7601,0,0,0,0,0,1,0,0
7602,0,0,0,0,0,1,0,0
7603,0,0,0,0,0,1,0,0
7604,0,0,0,0,0,1,0,0
7605,11.1111111111,0,0,0,0,1,0,0
7606,33.3333333333,0,0,0,0,1,0,0
7607,0,0,0,0,0,1,0,0
7608,33.3333333333,0,0,0,0,1,0,0
7609,0,0,0,0,0,1,0,0
7610,0,0,0,0,0,1,0,0
7611,0,0,0,0,0,1,0,0
7612,3.5714285714,0,0,0,0,1,0,0
7613,0,0,0,0,0,1,0,0
7614,50,0,0,0,0,1,0,0
7615,6.8965517241,0,0,0,0,0,0,0
7616,0,0,0,0,0,0,0,0
7617,0,0,0,0,0,1,0,0
7618,0,0,0,0,0,0,0,1
7619,20,0,0,0,0,0,0,1
7620,66.6666666667,0,0,0,0,0,0,1
7621,83.3333333333,0,0,0,0,0,0,1
7622,0,0,0,0,0,0,0,1
7623,0,0,0,0,0,0,0,1
7624,50,0,0,0,0,0,0,1
7625,0,0,0,0,0,0,0,1
7626,0,0,0,0,0,0,0,1
7627,0,0,0,0,0,0,0,1
7628,0,0,0,0,0,0,0,1
7629,0,0,0,0,0,0,0,1
7630,0,0,0,0,0,0,0,1
7631,0,0,0,0,0,0,0,1
7632,0,0,0,0,0,0,0,1
7633,0,0,0,0,0,0,0,0
7634,0,0,0,0,0,0,0,0
7635,0,0,0,0,0,0,0,0
7636,0,0,0,0,0,0,0,0
7637,0,0,0,0,0,0,0,0
7638,0,0,0,0,0,0,0,0
7639,0,0,0,0,0,0,0,0
7640,0,0,0,0,0,0,0,0
7641,100,0,0,0,0,0,0,0
7642,0,0,0,0,0,0,0,0
7643,0,0,0,0,0,0,0,1
7644,0,0,0,0,0,0,0,1
7645,87.5,0,0,0,0,0,0,1
7646,0,0,0,0,0,0,0,1
7647,0,0,0,0,0,0,0,1
7648,0,0,0,0,0,0,0,1
7649,0,0,0,0,0,0,0,1
7650,100,0,0,0,0,0,0,1
7651,0,0,0,0,0,0,0,1
7652,100,0,0,0,0,0,0,1
7653,60,0,0,0,0,0,0,1
7654,25,0,0,0,0,0,0,1
7655,50,0,0,0,0,0,0,1
7656,71.4285714286,0,0,0,0,0,0,1
7657,62.5,0,0,0,0,0,0,1
7658,0,0,0,0,0,0,0,1
7659,0,0,0,0,0,0,0,1
7660,50,0,0,0,0,0,0,1
7661,16.6666666667,0,0,0,0,0,0,1
7662,100,0,0,0,0,0,0,1
7663,20,0,0,0,0,0,0,1
7664,0,0,0,0,0,0,0,1
7665,0,0,0,0,0,0,0,1
7666,41.1764705882,0,0,0,0,0,0,1
7667,50,0,0,0,0,0,0,1
7668,0,0,0,0,0,0,0,1
7669,0,0,0,0,0,0,0,1
7670,0,0,0,0,0,0,0,1
7671,0,0,0,0,0,0,0,1
7672,0,0,0,0,0,0,0,1
7673,0,0,0,0,0,0,0,1
7674,0,0,0,0,0,0,0,1
7675,0,0,0,0,0,0,0,1
7676,0,0,0,0,0,0,0,1
7677,0,0,0,0,0,0,0,1
7678,0,0,0,0,0,0,0,1
7679,0,0,0,0,0,0,0,1
7680,0,0,0,0,0,0,0,1
7681,0,0,0,0,0,0,0,1
7682,0,0,0,0,0,0,0,1
7683,0,0,0,0,0,0,0,1
7684,0,0,0,0,0,0,0,1
7685,0,0,0,0,0,0,0,1
7686,0,0,0,0,0,0,0,1
7687,0,0,0,0,0,0,0,0
7688,0,0,0,0,0,0,0,0
7689,50,0,0,0,0,0,0,0
7690,66.6666666667,0,0,0,0,0,0,0
7691,50,0,0,0,0,0,0,0
7692,0,0,0,0,0,0,0,0
7693,50,0,0,0,0,0,0,0
7694,0,0,0,0,0,0,0,0
7695,42.8571428571,0,0,0,0,0,0,0
7696,0,0,0,0,0,0,0,0
7697,0,0,0,0,0,0,0,0
7698,60,0,0,0,0,0,0,0
7699,16.6666666667,0,0,0,0,0,0,0
7700,0,0,0,0,0,0,0,0
7701,8.3333333333,0,0,0,0,0,0,0
7702,33.3333333333,0,0,0,0,0,0,0
7703,37.5,0,0,0,0,0,0,0
7704,60,0,0,0,0,0,0,0
7705,25,0,0,0,0,0,0,0
7706,5.5555555556,0,0,0,0,0,0,0
7707,22.2222222222,0,0,0,0,0,0,0
7708,0,0,0,0,0,0,0,0
7709,0,0,0,0,0,0,0,0
7710,0,0,0,0,0,0,0,0
7711,20,0,0,0,0,0,0,0
7712,44.8275862069,0,0,0,0,0,0,0
7713,0,0,0,0,0,0,0,0
7714,11.1111111111,0,0,0,0,0,0,0
7715,50,0,0,0,0,0,0,0
7716,0,0,0,0,0,0,0,0
7717,11.1111111111,0,0,0,0,0,0,0
7718,0,0,0,0,0,0,0,1
7719,20,0,0,0,0,0,0,1
7720,0,0,0,0,0,0,0,1
7721,0,0,0,0,0,0,0,1
7722,0,0,0,0,0,0,0,1
7723,50,0,0,0,0,0,0,1
7724,0,0,0,0,0,0,0,1
7725,0,0,0,0,0,0,0,1
7726,0,0,0,0,0,0,0,1
7727,0,0,0,0,0,0,0,1
7728,0,0,0,0,0,0,0,1
7729,20,0,0,0,0,0,0,1
7730,25,0,0,0,0,0,0,1
7731,25,0,0,0,0,0,0,1
7732,50,0,0,0,0,0,0,1
7733,75,0,0,0,0,0,0,1
7734,0,0,0,0,0,0,0,1
7735,0,0,0,0,0,0,0,1
7736,75,0,0,0,0,0,0,1
7737,0,0,0,0,0,0,0,1
7738,100,0,0,0,0,0,0,1
7739,50,0,0,0,0,0,0,1
7740,66.6666666667,0,0,0,0,0,0,1
7741,0,0,0,0,0,0,0,1
7742,0,0,0,0,0,0,0,1
7743,0,0,0,0,0,0,0,0
7744,0,0,0,0,0,0,0,0
7745,33.3333333333,0,0,0,0,0,0,1
7746,0,0,0,0,0,0,0,1
7747,0,0,0,0,0,0,0,1
7748,0,0,0,0,0,0,0,1
7749,0,0,0,0,0,0,0,1
7750,0,0,0,0,0,0,0,1
7751,25,0,0,0,0,0,0,0
7752,100,0,0,0,0,0,0,0
7753,0,0,0,0,0,0,0,0
7754,53.8461538462,0,0,0,0,0,0,0
7755,42.8571428571,0,0,0,0,0,0,0
7756,45.4545454545,0,0,0,0,0,0,0
7757,66.6666666667,0,0,0,0,0,0,0
7758,50,0,0,0,0,0,0,0
7759,85.7142857143,0,0,0,0,0,0,0
7760,0,0,0,0,0,0,0,0
7761,50,0,0,0,0,0,0,0
7762,50,0,0,0,0,0,0,0
7763,100,0,0,0,0,0,0,0
7764,0,0,0,0,0,0,0,0
7765,40,0,0,0,0,0,0,0
7766,18.1818181818,0,0,0,0,0,0,0
7767,0,0,0,0,0,0,0,0
7768,0,0,0,0,0,0,0,0
7769,11.1111111111,0,0,0,0,0,0,0
7770,0,0,0,0,0,0,0,0
7771,0,0,0,0,0,0,0,0
7772,0,0,0,0,0,0,0,0
7773,20,0,0,0,0,0,0,0
7774,61.9047619048,0,0,0,0,0,0,0
7775,28.5714285714,0,0,0,0,0,0,0
7776,0,0,0,0,0,0,0,0
7777,0,0,0,0,0,0,0,0
7778,0,0,0,0,0,0,0,0
7779,12.5,0,0,0,0,0,0,0
7780,0,0,0,0,0,0,0,0
7781,33.3333333333,0,0,0,0,0,0,0
7782,50,0,0,0,0,0,0,0
7783,100,0,0,0,0,0,0,0
7784,18.75,0,0,0,0,0,0,0
7785,66.6666666667,0,0,0,0,0,0,0
7786,0,0,0,0,0,0,0,0
7787,0,0,0,0,0,0,0,0
7788,33.3333333333,0,0,0,0,0,0,0
7789,50,0,0,0,0,0,0,0
7790,0,0,0,0,0,0,0,0
7791,42.1052631579,0,0,0,0,0,0,0
7792,47.0588235294,0,0,0,0,0,0,0
7793,50,0,0,0,0,0,0,0
7794,100,0,0,0,0,0,0,0
7795,0,0,0,0,0,0,0,0
7796,66.6666666667,0,0,0,0,0,0,0
7797,61.5384615385,0,0,0,0,0,0,0
7798,0,0,0,0,0,0,0,0
7799,41.1764705882,0,0,0,0,0,0,0
7800,0,0,0,0,0,0,0,0
7801,0,0,0,0,0,0,0,0
7802,0,0,0,0,0,0,0,0
7803,50,0,0,0,0,0,0,0
7804,0,0,0,0,0,0,0,0
7805,0,0,0,0,0,0,0,0
7806,0,0,0,0,0,0,0,0
7807,57.1428571429,0,0,0,0,0,0,0
7808,0,0,0,0,0,0,0,0
7809,0,0,0,0,0,0,0,0
7810,0,0,0,0,0,0,0,0
7811,0,0,0,0,0,0,0,0
7812,0,0,0,0,0,0,0,0
7813,16.6666666667,0,0,0,0,0,0,0
7814,50,0,0,0,0,0,0,0
7815,0,0,0,0,0,0,0,0
7816,33.3333333333,0,0,0,0,0,0,0
7817,25.5813953488,0,0,0,0,0,0,0
7818,0,0,0,0,0,0,0,0
7819,40,0,0,0,0,0,0,0
7820,0,0,0,0,0,0,0,0
7821,0,0,0,0,0,0,0,0
7822,0,0,0,0,0,0,0,0
7823,40,0,0,0,0,0,0,0
7824,0,0,0,0,0,0,0,0
7825,6.25,0,0,0,0,0,0,0
7826,57.1428571429,0,0,0,0,0,0,0
7827,100,0,0,0,0,0,0,0
7828,63.2653061224,0,0,0,0,0,0,0
7829,0,0,0,0,0,0,0,0
7830,25,0,0,0,0,0,0,0
7831,100,0,0,0,0,0,0,0
7832,33.9285714286,0,0,0,0,0,0,0
7833,0,0,0,0,0,0,0,0
7834,9.0909090909,0,0,0,0,0,0,0
7835,0,0,0,0,0,0,0,0
7836,28.5714285714,0,0,0,0,0,0,0
7837,75,0,0,0,0,0,0,0
7838,0,0,0,0,0,0,0,0
7839,0,0,0,0,0,0,0,0
7840,0,0,0,0,0,0,0,0
7841,100,0,0,0,0,0,0,0
7842,0,0,0,0,0,0,0,0
7843,0,0,0,0,0,0,0,0
7844,28.5714285714,0,0,0,0,0,0,0
7845,50,0,0,0,0,0,0,0
7846,100,0,0,0,0,0,0,0
7847,0,0,0,0,0,0,0,0
7848,100,0,0,0,0,0,0,1
7849,32.1428571429,0,0,0,0,0,0,1
7850,16,0,0,0,0,0,0,1
7851,0,0,0,0,0,0,0,1
7852,50,0,0,0,0,0,0,1
7853,33.3333333333,0,0,0,0,0,0,1
7854,0,0,0,0,0,0,0,1
7855,33.3333333333,0,0,0,0,0,0,1
7856,70,0,0,0,0,0,0,1
7857,72.7272727273,0,0,0,0,0,0,1
7858,25,0,0,0,0,0,0,0
7859,0,0,0,0,0,0,0,0
7860,85.7142857143,0,0,0,0,0,0,0
7861,0,0,0,0,0,0,0,0
7862,16.6666666667,0,0,0,0,0,0,0
7863,33.3333333333,0,0,0,0,0,0,0
7864,0,0,0,0,0,0,0,0
7865,0,0,0,0,0,0,0,0
7866,0,0,0,0,0,0,0,0
7867,0,0,0,0,0,0,0,0
7868,10,0,0,0,0,0,0,0
7869,50,0,0,0,0,0,0,0
7870,0,0,0,0,0,0,0,0
7871,0,0,0,0,0,0,0,0
7872,0,0,0,0,0,0,0,0
7873,0,0,0,0,0,0,0,0
7874,0,0,0,0,0,0,0,0
7875,0,0,0,0,0,0,0,0
7876,0,0,0,0,0,0,0,0
7877,100,0,0,0,0,0,0,0
7878,100,0,0,0,0,0,0,0
7879,0,0,0,0,0,0,0,0
7880,40,0,0,0,0,0,0,0
7881,50,0,0,0,0,0,0,0
7882,0,0,0,0,0,0,0,0
7883,46.6666666667,0,0,0,0,0,0,0
7884,15.7894736842,0,0,0,0,0,0,0
7885,0,0,0,0,0,0,0,0
7886,100,0,0,0,0,0,0,0
7887,83.3333333333,0,0,0,0,0,0,0
7888,0,0,0,0,0,0,0,0
7889,0,0,0,0,0,0,0,0
7890,0,0,0,0,0,0,0,0
7891,0,0,0,0,0,0,0,0
7892,75,0,0,0,0,0,0,1
7893,40,0,0,0,0,0,0,1
7894,0,0,0,0,0,0,0,1
7895,16.5618448637,0,0,0,0,0,0,1
7896,0,0,0,0,0,0,0,1
7897,66.6666666667,0,0,0,0,0,0,1
7898,0,0,0,0,0,0,0,1
7899,83.3333333333,0,0,0,0,0,0,1
7900,62.5,0,0,0,0,0,0,1
7901,50,0,0,0,0,0,0,1
7902,0,0,0,0,0,0,0,1
7903,0,0,0,0,0,0,0,1
7904,0,0,0,0,0,0,0,1
7905,75,0,0,0,0,0,0,1
7906,0,0,0,0,0,0,0,1
7907,0,0,0,0,0,0,0,1
7908,57.1428571429,0,0,0,0,0,0,1
7909,0,0,0,0,0,0,0,1
7910,66.6666666667,0,0,0,0,0,0,1
7911,33.3333333333,0,0,0,0,0,0,1
7912,40,0,0,0,0,0,0,1
7913,0,0,0,0,0,0,0,1
7914,50,0,0,0,0,0,0,1
7915,90,0,0,0,0,0,0,1
7916,0,0,0,0,0,0,0,1
7917,50,0,0,0,0,0,0,1
7918,72.7272727273,0,0,0,0,0,0,1
7919,80,0,0,0,0,0,0,1
7920,53.3333333333,0,0,0,0,0,0,1
7921,53.8461538462,0,0,0,0,0,0,1
7922,0,0,0,0,0,0,0,1
7923,0,0,0,0,0,0,0,1
7924,50,0,0,0,0,0,0,1
7925,30,0,0,0,0,0,0,1
7926,40,0,0,0,0,0,0,1
7927,25,0,0,0,0,0,0,1
7928,0,0,0,0,0,0,0,1
7929,0,0,0,0,0,0,0,1
7930,0,0,0,0,0,0,0,1
7931,0,0,0,0,0,0,0,0
7932,0,0,0,0,0,0,0,0
7933,16.6666666667,0,0,0,0,0,0,0
7934,0,0,0,0,0,0,0,0
7935,0,0,0,0,0,0,0,0
7936,0,0,0,0,0,0,0,0
7937,57.1428571429,0,0,0,0,0,0,0
7938,0,0,0,0,0,0,0,0
7939,0,0,0,0,0,0,0,0
7940,0,0,0,0,0,0,0,0
7941,0,0,0,0,0,0,0,0
7942,50,0,0,0,0,0,0,0
7943,60,0,0,0,0,0,0,0
7944,26,0,0,0,0,0,0,1
7945,0,0,0,0,0,0,0,1
7946,0,0,0,0,0,0,0,1
7947,4,0,0,0,0,0,0,1
7948,5.2631578947,0,0,0,0,0,0,1
7949,0,0,0,0,0,0,0,1
7950,0,0,0,0,0,0,0,1
7951,19.0476190476,0,0,0,0,0,0,1
7952,0,0,0,0,0,0,0,1
7953,0,0,0,0,0,0,0,1
7954,57.1428571429,0,0,0,0,0,0,1
7955,0,0,0,0,0,0,0,1
7956,0,0,0,0,0,0,0,1
7957,0,0,0,0,0,0,0,0
7958,41.935483871,0,0,0,0,0,0,1
7959,0,0,0,0,0,0,0,1
7960,0,0,0,0,0,0,0,1
7961,40,0,0,0,0,0,0,1
7962,0,0,0,0,0,0,0,1
7963,0,0,0,0,0,0,0,1
7964,0,0,0,0,0,0,0,1
7965,0,0,0,0,0,0,0,1
7966,0,0,0,0,0,0,0,1
7967,0,0,0,0,0,0,0,1
7968,0,0,0,0,0,0,0,1
7969,0,0,0,0,0,0,0,1
7970,50,0,0,0,0,0,0,1
7971,0,0,0,0,0,0,0,1
7972,0,0,0,0,0,0,0,1
7973,0,0,0,0,0,0,0,1
7974,0,0,0,0,0,0,0,1
7975,0,0,0,0,0,0,0,1
7976,0,0,0,0,0,0,0,1
7977,0,0,0,0,0,0,0,1
7978,41.6666666667,0,0,0,0,0,0,1
7979,0,0,0,0,0,0,0,1
7980,0,0,0,0,0,0,0,1
7981,0,0,0,0,0,0,0,1
7982,66.6666666667,0,0,0,0,0,0,1
7983,0,0,0,0,0,0,0,1
7984,0,0,0,0,0,0,0,1
7985,0,0,0,0,0,0,0,1
7986,0,0,0,0,0,0,0,1
7987,0,0,0,0,0,0,0,1
7988,0,0,0,0,0,0,0,1
7989,0,0,0,0,0,0,0,1
7990,60,0,0,0,0,0,0,1
7991,0,0,0,0,0,0,0,1
7992,0,0,0,0,0,0,0,1
7993,40,0,0,0,0,0,0,1
7994,33.3333333333,0,0,0,0,0,0,1
7995,83.3333333333,0,0,0,0,0,0,1
7996,50,0,0,0,0,0,0,1
7997,0,0,0,0,0,0,0,1
7998,0,0,0,0,0,0,0,1
7999,0,0,0,0,0,0,0,1
8000,0,0,0,0,0,0,0,1
8001,20.5128205128,0,0,0,0,0,0,1
8002,20.4225352113,0,0,0,0,0,0,1
8003,0,0,0,0,0,0,0,1
8004,0,0,0,0,0,0,0,1
8005,66.6666666667,0,0,0,0,0,0,1
8006,50,0,0,0,0,0,0,1
8007,0,0,0,0,0,0,0,1
8008,50,0,0,0,0,0,0,1
8009,50,0,0,0,0,0,0,1
8010,0,0,0,0,0,0,0,1
8011,73.3333333333,0,0,0,0,0,0,1
8012,20,0,0,0,0,0,0,1
8013,0,0,0,0,0,0,0,1
8014,60,0,0,0,0,0,0,1
8015,20,0,0,0,0,0,0,1
8016,40,0,0,0,0,0,0,1
8017,0,0,0,0,0,0,0,1
8018,50,0,0,0,0,0,0,1
8019,33.3333333333,0,0,0,0,0,0,1
8020,0,0,0,0,0,0,0,1
8021,0,0,0,0,0,0,0,1
8022,0,0,0,0,0,0,0,1
8023,80,0,0,0,0,0,0,1
8024,50,0,0,0,0,0,0,1
8025,0,0,0,0,0,0,0,1
8026,0,0,0,0,0,0,0,1
8027,20,0,0,0,0,0,0,1
8028,10,0,0,0,0,0,0,1
8029,75,0,0,0,0,0,0,1
8030,0,0,0,0,0,0,0,1
8031,0,0,0,0,0,0,0,1
8032,0,0,0,0,0,0,0,1
8033,0,0,0,0,0,0,0,1
8034,0,0,0,0,0,0,0,1
8035,50,0,0,0,0,0,0,1
8036,70,0,0,0,0,0,0,1
8037,57.1428571429,0,0,0,0,0,0,1
8038,25,0,0,0,0,0,0,1
8039,58.3333333333,0,0,0,0,0,0,1
8040,50,0,0,0,0,0,0,1
8041,0,0,0,0,0,0,0,1
8042,0,0,0,0,0,0,0,1
8043,50,0,0,0,0,0,0,1
8044,14.2857142857,0,0,0,0,0,0,1
8045,77.7777777778,0,0,0,0,0,0,1
8046,0,0,0,0,0,0,0,1
8047,57.1428571429,0,0,0,0,0,0,1
8048,57.1428571429,0,0,0,0,0,0,1
8049,62.5,0,0,0,0,0,0,1
8050,0,0,0,0,0,0,0,1
8051,25,0,0,0,0,0,0,1
8052,0,0,0,0,0,0,0,1
8053,20,0,0,0,0,0,0,1
8054,11.1111111111,0,0,0,0,0,0,1
8055,16.6666666667,0,0,0,0,0,0,1
8056,0,0,0,0,0,0,0,1
8057,0,0,0,0,0,0,0,1
8058,71.4285714286,0,0,0,0,0,0,1
8059,0,0,0,0,0,0,0,1
8060,0,0,0,0,0,0,0,1
